"Town","FIPS","Year","Measure Type","Variable","Value"
"Bethlehem","0900504930","2009-2013","Number","Margins of Error",23012
"Bethlehem","0900504930","2009-2013","Ratio to State Median","Median Home Value",1.29
"Bethlehem","0900504930","2009-2013","Ratio to State Median","Margins of Error",0.08
"Bethlehem","0900504930","2010-2014","Number","Median Home Value",359600
"Bethlehem","0900504930","2010-2014","Number","Margins of Error",24636
"Bethlehem","0900504930","2010-2014","Ratio to State Median","Median Home Value",1.31
"Bethlehem","0900504930","2010-2014","Ratio to State Median","Margins of Error",0.09
"Bethlehem","0900504930","2011-2015","Number","Median Home Value",342300
"Bethlehem","0900504930","2011-2015","Number","Margins of Error",23049
"Bethlehem","0900504930","2011-2015","Ratio to State Median","Median Home Value",1.27
"Bethlehem","0900504930","2011-2015","Ratio to State Median","Margins of Error",0.09
"Bethlehem","0900504930","2012-2016","Number","Median Home Value",351200
"Bethlehem","0900504930","2012-2016","Number","Margins of Error",22837
"Bethlehem","0900504930","2012-2016","Ratio to State Median","Median Home Value",1.3
"Bethlehem","0900504930","2012-2016","Ratio to State Median","Margins of Error",0.08
"Bethlehem","0900504930","2013-2017","Number","Median Home Value",353300
"Bethlehem","0900504930","2013-2017","Number","Margins of Error",22329
"Bethlehem","0900504930","2013-2017","Ratio to State Median","Median Home Value",1.31
"Bethlehem","0900504930","2013-2017","Ratio to State Median","Margins of Error",0.08
"Bethlehem","0900504930","2014-2018","Number","Median Home Value",329600
"Bethlehem","0900504930","2014-2018","Number","Margins of Error",20359
"Bethlehem","0900504930","2014-2018","Ratio to State Median","Median Home Value",1.21
"Bethlehem","0900504930","2014-2018","Ratio to State Median","Margins of Error",0.07
"Bethlehem","0900504930","2015-2019","Number","Median Home Value",328500
"Bethlehem","0900504930","2015-2019","Number","Margins of Error",21901
"Bethlehem","0900504930","2015-2019","Ratio to State Median","Median Home Value",1.19
"Bethlehem","0900504930","2015-2019","Ratio to State Median","Margins of Error",0.08
"Bethlehem","0900504930","2016-2020","Number","Median Home Value",342300
"Bethlehem","0900504930","2016-2020","Number","Margins of Error",15746
"Bethlehem","0900504930","2016-2020","Ratio to State Median","Median Home Value",1.22
"Bethlehem","0900504930","2016-2020","Ratio to State Median","Margins of Error",0.06
"Bloomfield","0900305910","2006-2010","Number","Median Home Value",223200
"Bloomfield","0900305910","2006-2010","Number","Margins of Error",7481
"Bloomfield","0900305910","2006-2010","Ratio to State Median","Median Home Value",0.75
"Bloomfield","0900305910","2006-2010","Ratio to State Median","Margins of Error",0.03
"Bloomfield","0900305910","2007-2011","Number","Median Home Value",225900
"Bloomfield","0900305910","2007-2011","Number","Margins of Error",7661
"Bloomfield","0900305910","2007-2011","Ratio to State Median","Median Home Value",0.77
"Bloomfield","0900305910","2007-2011","Ratio to State Median","Margins of Error",0.03
"Bloomfield","0900305910","2008-2012","Number","Median Home Value",222700
"Bloomfield","0900305910","2008-2012","Number","Margins of Error",8328
"Bloomfield","0900305910","2008-2012","Ratio to State Median","Median Home Value",0.78
"Bloomfield","0900305910","2008-2012","Ratio to State Median","Margins of Error",0.03
"Bloomfield","0900305910","2009-2013","Number","Median Home Value",214800
"Bloomfield","0900305910","2009-2013","Number","Margins of Error",7977
"Bloomfield","0900305910","2009-2013","Ratio to State Median","Median Home Value",0.77
"Bloomfield","0900305910","2009-2013","Ratio to State Median","Margins of Error",0.03
"Bloomfield","0900305910","2010-2014","Number","Median Home Value",214800
"Bloomfield","0900305910","2010-2014","Number","Margins of Error",7658
"Bloomfield","0900305910","2010-2014","Ratio to State Median","Median Home Value",0.78
"Bloomfield","0900305910","2010-2014","Ratio to State Median","Margins of Error",0.03
"Bloomfield","0900305910","2011-2015","Number","Median Home Value",207900
"Bloomfield","0900305910","2011-2015","Number","Margins of Error",9485
"Bloomfield","0900305910","2011-2015","Ratio to State Median","Median Home Value",0.77
"Bloomfield","0900305910","2011-2015","Ratio to State Median","Margins of Error",0.04
"Bloomfield","0900305910","2012-2016","Number","Median Home Value",211800
"Bloomfield","0900305910","2012-2016","Number","Margins of Error",8794
"Bloomfield","0900305910","2012-2016","Ratio to State Median","Median Home Value",0.79
"Bloomfield","0900305910","2012-2016","Ratio to State Median","Margins of Error",0.03
"Bloomfield","0900305910","2013-2017","Number","Median Home Value",211300
"Bloomfield","0900305910","2013-2017","Number","Margins of Error",8379
"Bloomfield","0900305910","2013-2017","Ratio to State Median","Median Home Value",0.78
"Bloomfield","0900305910","2013-2017","Ratio to State Median","Margins of Error",0.03
"Bloomfield","0900305910","2014-2018","Number","Median Home Value",216800
"Bloomfield","0900305910","2014-2018","Number","Margins of Error",7169
"Bloomfield","0900305910","2014-2018","Ratio to State Median","Median Home Value",0.8
"Bloomfield","0900305910","2014-2018","Ratio to State Median","Margins of Error",0.03
"Bloomfield","0900305910","2015-2019","Number","Median Home Value",214600
"Bloomfield","0900305910","2015-2019","Number","Margins of Error",8698
"Bloomfield","0900305910","2015-2019","Ratio to State Median","Median Home Value",0.78
"Bloomfield","0900305910","2015-2019","Ratio to State Median","Margins of Error",0.03
"Bloomfield","0900305910","2016-2020","Number","Median Home Value",219400
"Bloomfield","0900305910","2016-2020","Number","Margins of Error",11444
"Bloomfield","0900305910","2016-2020","Ratio to State Median","Median Home Value",0.78
"Bloomfield","0900305910","2016-2020","Ratio to State Median","Margins of Error",0.04
"Bolton","0901306260","2006-2010","Number","Median Home Value",297800
"Bolton","0901306260","2006-2010","Number","Margins of Error",18248
"Bolton","0901306260","2006-2010","Ratio to State Median","Median Home Value",1
"Bolton","0901306260","2006-2010","Ratio to State Median","Margins of Error",0.06
"Bolton","0901306260","2007-2011","Number","Median Home Value",293400
"Bolton","0901306260","2007-2011","Number","Margins of Error",16031
"Bolton","0901306260","2007-2011","Ratio to State Median","Median Home Value",1
"Bolton","0901306260","2007-2011","Ratio to State Median","Margins of Error",0.05
"Bolton","0901306260","2008-2012","Number","Median Home Value",287300
"Bolton","0901306260","2008-2012","Number","Margins of Error",14598
"Bolton","0901306260","2008-2012","Ratio to State Median","Median Home Value",1
"Bolton","0901306260","2008-2012","Ratio to State Median","Margins of Error",0.05
"Bolton","0901306260","2009-2013","Number","Median Home Value",289100
"Bolton","0901306260","2009-2013","Number","Margins of Error",16063
"Bolton","0901306260","2009-2013","Ratio to State Median","Median Home Value",1.04
"Bolton","0901306260","2009-2013","Ratio to State Median","Margins of Error",0.06
"Bolton","0901306260","2010-2014","Number","Median Home Value",289300
"Bolton","0901306260","2010-2014","Number","Margins of Error",16488
"Bolton","0901306260","2010-2014","Ratio to State Median","Median Home Value",1.05
"Bolton","0901306260","2010-2014","Ratio to State Median","Margins of Error",0.06
"Bolton","0901306260","2011-2015","Number","Median Home Value",293100
"Bolton","0901306260","2011-2015","Number","Margins of Error",17322
"Bolton","0901306260","2011-2015","Ratio to State Median","Median Home Value",1.08
"Bolton","0901306260","2011-2015","Ratio to State Median","Margins of Error",0.06
"Bolton","0901306260","2012-2016","Number","Median Home Value",292900
"Bolton","0901306260","2012-2016","Number","Margins of Error",17195
"Bolton","0901306260","2012-2016","Ratio to State Median","Median Home Value",1.09
"Bolton","0901306260","2012-2016","Ratio to State Median","Margins of Error",0.06
"Bolton","0901306260","2013-2017","Number","Median Home Value",288200
"Bolton","0901306260","2013-2017","Number","Margins of Error",12574
"Bolton","0901306260","2013-2017","Ratio to State Median","Median Home Value",1.07
"Bolton","0901306260","2013-2017","Ratio to State Median","Margins of Error",0.05
"Bolton","0901306260","2014-2018","Number","Median Home Value",287100
"Bolton","0901306260","2014-2018","Number","Margins of Error",13711
"Bolton","0901306260","2014-2018","Ratio to State Median","Median Home Value",1.05
"Bolton","0901306260","2014-2018","Ratio to State Median","Margins of Error",0.05
"Bolton","0901306260","2015-2019","Number","Median Home Value",275900
"Bolton","0901306260","2015-2019","Number","Margins of Error",13814
"Bolton","0901306260","2015-2019","Ratio to State Median","Median Home Value",1
"Bolton","0901306260","2015-2019","Ratio to State Median","Margins of Error",0.05
"Bolton","0901306260","2016-2020","Number","Median Home Value",270900
"Bolton","0901306260","2016-2020","Number","Margins of Error",13857
"Bolton","0901306260","2016-2020","Ratio to State Median","Median Home Value",0.97
"Bolton","0901306260","2016-2020","Ratio to State Median","Margins of Error",0.05
"Bozrah","0901106820","2006-2010","Number","Median Home Value",260600
"Bozrah","0901106820","2006-2010","Number","Margins of Error",14531
"Bozrah","0901106820","2006-2010","Ratio to State Median","Median Home Value",0.88
"Bozrah","0901106820","2006-2010","Ratio to State Median","Margins of Error",0.05
"Bozrah","0901106820","2007-2011","Number","Median Home Value",261200
"Bozrah","0901106820","2007-2011","Number","Margins of Error",14698
"Bozrah","0901106820","2007-2011","Ratio to State Median","Median Home Value",0.89
"Bozrah","0901106820","2007-2011","Ratio to State Median","Margins of Error",0.05
"Bozrah","0901106820","2008-2012","Number","Median Home Value",262400
"Bozrah","0901106820","2008-2012","Number","Margins of Error",15676
"Bozrah","0901106820","2008-2012","Ratio to State Median","Median Home Value",0.92
"Bozrah","0901106820","2008-2012","Ratio to State Median","Margins of Error",0.05
"Bozrah","0901106820","2009-2013","Number","Median Home Value",242600
"Bozrah","0901106820","2009-2013","Number","Margins of Error",12936
"Bozrah","0901106820","2009-2013","Ratio to State Median","Median Home Value",0.87
"Bozrah","0901106820","2009-2013","Ratio to State Median","Margins of Error",0.05
"Bozrah","0901106820","2010-2014","Number","Median Home Value",233900
"Bozrah","0901106820","2010-2014","Number","Margins of Error",11372
"Bozrah","0901106820","2010-2014","Ratio to State Median","Median Home Value",0.85
"Bozrah","0901106820","2010-2014","Ratio to State Median","Margins of Error",0.04
"Bozrah","0901106820","2011-2015","Number","Median Home Value",236800
"Bozrah","0901106820","2011-2015","Number","Margins of Error",13156
"Bozrah","0901106820","2011-2015","Ratio to State Median","Median Home Value",0.88
"Bozrah","0901106820","2011-2015","Ratio to State Median","Margins of Error",0.05
"Bozrah","0901106820","2012-2016","Number","Median Home Value",232900
"Bozrah","0901106820","2012-2016","Number","Margins of Error",14034
"Bozrah","0901106820","2012-2016","Ratio to State Median","Median Home Value",0.86
"Bozrah","0901106820","2012-2016","Ratio to State Median","Margins of Error",0.05
"Bozrah","0901106820","2013-2017","Number","Median Home Value",225900
"Bozrah","0901106820","2013-2017","Number","Margins of Error",15868
"Bozrah","0901106820","2013-2017","Ratio to State Median","Median Home Value",0.84
"Bozrah","0901106820","2013-2017","Ratio to State Median","Margins of Error",0.06
"Bozrah","0901106820","2014-2018","Number","Median Home Value",229500
"Bozrah","0901106820","2014-2018","Number","Margins of Error",18954
"Bozrah","0901106820","2014-2018","Ratio to State Median","Median Home Value",0.84
"Bozrah","0901106820","2014-2018","Ratio to State Median","Margins of Error",0.07
"Bozrah","0901106820","2015-2019","Number","Median Home Value",231000
"Bozrah","0901106820","2015-2019","Number","Margins of Error",15012
"Bozrah","0901106820","2015-2019","Ratio to State Median","Median Home Value",0.84
"Bozrah","0901106820","2015-2019","Ratio to State Median","Margins of Error",0.05
"Bozrah","0901106820","2016-2020","Number","Median Home Value",226900
"Bozrah","0901106820","2016-2020","Number","Margins of Error",27345
"Bozrah","0901106820","2016-2020","Ratio to State Median","Median Home Value",0.81
"Bozrah","0901106820","2016-2020","Ratio to State Median","Margins of Error",0.1
"Branford","0900907310","2006-2010","Number","Median Home Value",315900
"Branford","0900907310","2006-2010","Number","Margins of Error",12789
"Branford","0900907310","2006-2010","Ratio to State Median","Median Home Value",1.07
"Branford","0900907310","2006-2010","Ratio to State Median","Margins of Error",0.04
"Branford","0900907310","2007-2011","Number","Median Home Value",312200
"Branford","0900907310","2007-2011","Number","Margins of Error",13029
"Branford","0900907310","2007-2011","Ratio to State Median","Median Home Value",1.07
"Branford","0900907310","2007-2011","Ratio to State Median","Margins of Error",0.04
"Branford","0900907310","2008-2012","Number","Median Home Value",307500
"Branford","0900907310","2008-2012","Number","Margins of Error",13394
"Branford","0900907310","2008-2012","Ratio to State Median","Median Home Value",1.08
